period,interest,riskGroup,gyraMaisFee,bankFee,partnerFee,type
16,0.0749,1,0.04,0.01,0.01,38262677000170
17,0.0749,1,0.04,0.01,0.01,38262677000170
18,0.0749,1,0.04,0.01,0.01,38262677000170
19,0.0749,1,0.04,0.01,0.01,38262677000170
20,0.0749,1,0.04,0.01,0.01,38262677000170
21,0.0299,1,0.04,0.01,0.01,38262677000170
22,0.0749,1,0.04,0.01,0.01,38262677000170
23,0.0749,1,0.04,0.01,0.01,38262677000170
24,0.0749,1,0.04,0.01,0.01,38262677000170
1,0.0499,2,0.012,0.006,0.01,38262677000170
2,0.0499,2,0.012,0.006,0.01,38262677000170
3,0.0499,2,0.012,0.006,0.01,38262677000170
4,0.0529,2,0.0135,0.0075,0.01,38262677000170
5,0.0529,2,0.021,0.009,0.01,38262677000170
6,0.0529,2,0.025,0.01,0.01,38262677000170
7,0.0549,2,0.03,0.01,0.01,38262677000170
8,0.0549,2,0.03,0.01,0.01,38262677000170
9,0.0549,2,0.035,0.01,0.01,38262677000170
10,0.0599,2,0.04,0.01,0.01,38262677000170
11,0.0599,2,0.04,0.01,0.01,38262677000170
12,0.0599,2,0.04,0.01,0.01,38262677000170
13,0.0649,2,0.04,0.01,0.01,38262677000170
14,0.0649,2,0.04,0.01,0.01,38262677000170
15,0.0649,2,0.04,0.01,0.01,38262677000170
16,0.0649,2,0.04,0.01,0.01,38262677000170
17,0.0649,2,0.04,0.01,0.01,38262677000170
18,0.0649,2,0.04,0.01,0.01,38262677000170
19,0.0,2,0.04,0.01,0.01,38262677000170
20,0.0649,2,0.04,0.01,0.01,38262677000170
21,0.0649,2,0.04,0.01,0.01,38262677000170
22,0.0649,2,0.04,0.01,0.01,38262677000170
23,0.0649,2,0.04,0.01,0.01,38262677000170
24,0.0649,2,0.04,0.01,0.01,38262677000170
1,0.0429,3,0.012,0.006,0.01,38262677000170
2,0.0429,3,0.012,0.006,0.01,38262677000170
3,0.0429,3,0.012,0.006,0.01,38262677000170
4,0.0449,3,0.0135,0.0075,0.01,38262677000170
5,0.0449,3,0.021,0.009,0.01,38262677000170
6,0.0449,3,0.025,0.01,0.01,38262677000170
7,0.0479,3,0.03,0.01,0.01,38262677000170
8,0.0479,3,0.03,0.01,0.01,38262677000170
9,0.0479,3,0.035,0.01,0.01,38262677000170
10,0.0499,3,0.04,0.01,0.01,38262677000170
11,0.0499,3,0.04,0.01,0.01,38262677000170
12,0.0499,3,0.04,0.01,0.01,38262677000170
13,0.0529,3,0.04,0.01,0.01,38262677000170
14,0.0529,3,0.04,0.01,0.01,38262677000170
15,0.0529,3,0.04,0.01,0.01,38262677000170
16,0.0529,3,0.04,0.01,0.01,38262677000170
17,0.0529,3,0.04,0.01,0.01,38262677000170
18,0.0529,3,0.04,0.01,0.01,38262677000170
19,0.0549,3,0.04,0.01,0.01,38262677000170
20,0.0549,3,0.04,0.01,0.01,38262677000170
21,0.0549,3,0.04,0.01,0.01,38262677000170
22,0.0549,3,0.04,0.01,0.01,38262677000170
23,0.0549,3,0.04,0.01,0.01,38262677000170
24,0.0549,3,0.04,0.01,0.01,38262677000170
1,0.0379,4,0.012,0.006,0.01,38262677000170
2,0.0379,4,0.012,0.006,0.01,38262677000170
3,0.0379,4,0.012,0.006,0.01,38262677000170
4,0.0399,4,0.0135,0.0075,0.01,38262677000170
5,0.0399,4,0.021,0.009,0.01,38262677000170
6,0.0399,4,0.025,0.01,0.01,38262677000170
7,0.0429,4,0.03,0.01,0.01,38262677000170
8,0.0429,4,0.03,0.01,0.01,38262677000170
9,0.0429,4,0.035,0.01,0.01,38262677000170
10,0.0449,4,0.04,0.01,0.01,38262677000170
11,0.0449,4,0.04,0.01,0.01,38262677000170
12,0.0449,4,0.04,0.01,0.01,38262677000170
13,0.0479,4,0.04,0.01,0.01,38262677000170
14,0.0479,4,0.04,0.01,0.01,38262677000170
15,0.0479,4,0.04,0.01,0.01,38262677000170
16,0.0479,4,0.04,0.01,0.01,38262677000170
17,0.0479,4,0.04,0.01,0.01,38262677000170
18,0.0479,4,0.04,0.01,0.01,38262677000170
19,0.0499,4,0.04,0.01,0.01,38262677000170
20,0.0499,4,0.04,0.01,0.01,38262677000170
21,0.0499,4,0.04,0.01,0.01,38262677000170
22,0.0499,4,0.04,0.01,0.01,38262677000170
23,0.0499,4,0.04,0.01,0.01,38262677000170
24,0.0499,4,0.04,0.01,0.01,38262677000170
1,0.0329,5,0.012,0.006,0.01,38262677000170
2,0.0329,5,0.012,0.006,0.01,38262677000170
3,0.0329,5,0.012,0.006,0.01,38262677000170
4,0.0329,5,0.0135,0.0075,0.01,38262677000170
5,0.0329,5,0.021,0.009,0.01,38262677000170
6,0.0329,5,0.025,0.01,0.01,38262677000170
7,0.0349,5,0.03,0.01,0.01,38262677000170
8,0.0349,5,0.03,0.01,0.01,38262677000170
9,0.0349,5,0.035,0.01,0.01,38262677000170
10,0.0379,5,0.04,0.01,0.01,38262677000170
11,0.0379,5,0.04,0.01,0.01,38262677000170
12,0.0379,5,0.04,0.01,0.01,38262677000170
13,0.0399,5,0.04,0.01,0.01,38262677000170
14,0.0399,5,0.04,0.01,0.01,38262677000170
15,0.0399,5,0.04,0.01,0.01,38262677000170
16,0.0399,5,0.04,0.01,0.01,38262677000170
17,0.0399,5,0.04,0.01,0.01,38262677000170
18,0.0399,5,0.04,0.01,0.01,38262677000170
19,0.0429,5,0.04,0.01,0.01,38262677000170
20,0.0429,5,0.04,0.01,0.01,38262677000170
21,0.0429,5,0.04,0.01,0.01,38262677000170
22,0.0429,5,0.04,0.01,0.01,38262677000170
23,0.0429,5,0.04,0.01,0.01,38262677000170
24,0.0429,5,0.04,0.01,0.01,38262677000170
1,0.0249,6,0.012,0.006,0.01,38262677000170
2,0.0249,6,0.012,0.006,0.01,38262677000170
3,0.0249,6,0.012,0.006,0.01,38262677000170
4,0.0249,6,0.0135,0.0075,0.01,38262677000170
5,0.0249,6,0.021,0.009,0.01,38262677000170
6,0.0249,6,0.025,0.01,0.01,38262677000170
7,0.0279,6,0.03,0.01,0.01,38262677000170
8,0.0279,6,0.03,0.01,0.01,38262677000170
9,0.0279,6,0.035,0.01,0.01,38262677000170
10,0.0299,6,0.04,0.01,0.01,38262677000170
11,0.0299,6,0.04,0.01,0.01,38262677000170
12,0.0299,6,0.04,0.01,0.01,38262677000170
13,0.0329,6,0.04,0.01,0.01,38262677000170
14,0.0329,6,0.04,0.01,0.01,38262677000170
15,0.0329,6,0.04,0.01,0.01,38262677000170
16,0.0329,6,0.04,0.01,0.01,38262677000170
17,0.0329,6,0.04,0.01,0.01,38262677000170
18,0.0329,6,0.04,0.01,0.01,38262677000170
19,0.0349,6,0.04,0.01,0.01,38262677000170
20,0.0349,6,0.04,0.01,0.01,38262677000170
21,0.0349,6,0.04,0.01,0.01,38262677000170
22,0.0349,6,0.04,0.01,0.01,38262677000170
23,0.0349,6,0.04,0.01,0.01,38262677000170
24,0.0349,6,0.04,0.01,0.01,38262677000170
1,0.0199,7,0.012,0.006,0.01,38262677000170
2,0.0199,7,0.012,0.006,0.01,38262677000170
3,0.0199,7,0.012,0.006,0.01,38262677000170
4,0.0229,7,0.0135,0.0075,0.01,38262677000170
5,0.0229,7,0.021,0.009,0.01,38262677000170
6,0.0229,7,0.025,0.01,0.01,38262677000170
7,0.0249,7,0.03,0.01,0.01,38262677000170
8,0.0249,7,0.03,0.01,0.01,38262677000170
9,0.0249,7,0.035,0.01,0.01,38262677000170
10,0.0279,7,0.04,0.01,0.01,38262677000170
11,0.0279,7,0.04,0.01,0.01,38262677000170
12,0.0279,7,0.04,0.01,0.01,38262677000170
13,0.0299,7,0.04,0.01,0.01,38262677000170
14,0.0299,7,0.04,0.01,0.01,38262677000170
15,0.0299,7,0.04,0.01,0.01,38262677000170
16,0.0299,7,0.04,0.01,0.01,38262677000170
17,0.0299,7,0.04,0.01,0.01,38262677000170
18,0.0299,7,0.04,0.01,0.01,38262677000170
19,0.0299,7,0.04,0.01,0.01,38262677000170
20,0.0299,7,0.04,0.01,0.01,38262677000170
21,0.0299,7,0.04,0.01,0.01,38262677000170
22,0.0299,7,0.04,0.01,0.01,38262677000170
23,0.0299,7,0.04,0.01,0.01,38262677000170
24,0.0299,7,0.04,0.01,0.01,38262677000170
1,0.0189,8,0.012,0.006,0.01,38262677000170
2,0.0189,8,0.012,0.006,0.01,38262677000170
3,0.0189,8,0.012,0.006,0.01,38262677000170
4,0.0219,8,0.0135,0.0075,0.01,38262677000170
5,0.0219,8,0.021,0.009,0.01,38262677000170
6,0.0219,8,0.025,0.01,0.01,38262677000170
7,0.0239,8,0.03,0.01,0.01,38262677000170
8,0.0239,8,0.03,0.01,0.01,38262677000170
9,0.0239,8,0.035,0.01,0.01,38262677000170
10,0.0269,8,0.04,0.01,0.01,38262677000170
11,0.0269,8,0.04,0.01,0.01,38262677000170
12,0.0269,8,0.04,0.01,0.01,38262677000170
13,0.0289,8,0.04,0.01,0.01,38262677000170
14,0.0289,8,0.04,0.01,0.01,38262677000170
15,0.0289,8,0.04,0.01,0.01,38262677000170
16,0.0289,8,0.04,0.01,0.01,38262677000170
17,0.0289,8,0.04,0.01,0.01,38262677000170
18,0.0289,8,0.04,0.01,0.01,38262677000170
19,0.0289,8,0.04,0.01,0.01,38262677000170
20,0.0289,8,0.04,0.01,0.01,38262677000170
21,0.0289,8,0.04,0.01,0.01,38262677000170
22,0.0289,8,0.04,0.01,0.01,38262677000170
23,0.0289,8,0.04,0.01,0.01,38262677000170
24,0.0289,8,0.04,0.01,0.01,38262677000170
1,0.0599,1,0.012,0.006,0.01,14596052000187
2,0.0599,1,0.012,0.006,0.01,14596052000187
3,0.0599,1,0.012,0.006,0.01,14596052000187
4,0.0629,1,0.0135,0.0075,0.01,14596052000187
5,0.0629,1,0.021,0.009,0.01,14596052000187
6,0.0629,1,0.025,0.01,0.01,14596052000187
7,0.0649,1,0.03,0.01,0.01,14596052000187
8,0.0649,1,0.03,0.01,0.01,14596052000187
9,0.0649,1,0.035,0.01,0.01,14596052000187
10,0.0699,1,0.04,0.01,0.01,14596052000187
11,0.0699,1,0.04,0.01,0.01,14596052000187
12,0.0699,1,0.04,0.01,0.01,14596052000187
13,0.0749,1,0.04,0.01,0.01,14596052000187
14,0.0749,1,0.04,0.01,0.01,14596052000187
15,0.0749,1,0.04,0.01,0.01,14596052000187
16,0.0749,1,0.04,0.01,0.01,14596052000187
17,0.0749,1,0.04,0.01,0.01,14596052000187
18,0.0749,1,0.04,0.01,0.01,14596052000187
19,0.0749,1,0.04,0.01,0.01,14596052000187
20,0.0749,1,0.04,0.01,0.01,14596052000187
21,0.0299,1,0.04,0.01,0.01,14596052000187
22,0.0749,1,0.04,0.01,0.01,14596052000187
23,0.0749,1,0.04,0.01,0.01,14596052000187
24,0.0749,1,0.04,0.01,0.01,14596052000187
1,0.0499,2,0.012,0.006,0.01,14596052000187
2,0.0499,2,0.012,0.006,0.01,14596052000187
3,0.0499,2,0.012,0.006,0.01,14596052000187
4,0.0529,2,0.0135,0.0075,0.01,14596052000187
5,0.0529,2,0.021,0.009,0.01,14596052000187
6,0.0529,2,0.025,0.01,0.01,14596052000187
7,0.0549,2,0.03,0.01,0.01,14596052000187
8,0.0549,2,0.03,0.01,0.01,14596052000187
9,0.0549,2,0.035,0.01,0.01,14596052000187
10,0.0599,2,0.04,0.01,0.01,14596052000187
11,0.0599,2,0.04,0.01,0.01,14596052000187
12,0.0599,2,0.04,0.01,0.01,14596052000187
13,0.0649,2,0.04,0.01,0.01,14596052000187
14,0.0649,2,0.04,0.01,0.01,14596052000187
15,0.0649,2,0.04,0.01,0.01,14596052000187
16,0.0649,2,0.04,0.01,0.01,14596052000187
17,0.0649,2,0.04,0.01,0.01,14596052000187
18,0.0649,2,0.04,0.01,0.01,14596052000187
19,0.0,2,0.04,0.01,0.01,14596052000187
20,0.0649,2,0.04,0.01,0.01,14596052000187
21,0.0649,2,0.04,0.01,0.01,14596052000187
22,0.0649,2,0.04,0.01,0.01,14596052000187
23,0.0649,2,0.04,0.01,0.01,14596052000187
24,0.0649,2,0.04,0.01,0.01,14596052000187
1,0.0429,3,0.012,0.006,0.01,14596052000187
2,0.0429,3,0.012,0.006,0.01,14596052000187
3,0.0429,3,0.012,0.006,0.01,14596052000187
4,0.0449,3,0.0135,0.0075,0.01,14596052000187
5,0.0449,3,0.021,0.009,0.01,14596052000187
6,0.0449,3,0.025,0.01,0.01,14596052000187
7,0.0479,3,0.03,0.01,0.01,14596052000187
8,0.0479,3,0.03,0.01,0.01,14596052000187
9,0.0479,3,0.035,0.01,0.01,14596052000187
10,0.0499,3,0.04,0.01,0.01,14596052000187
11,0.0499,3,0.04,0.01,0.01,14596052000187
12,0.0499,3,0.04,0.01,0.01,14596052000187
13,0.0529,3,0.04,0.01,0.01,14596052000187
14,0.0529,3,0.04,0.01,0.01,14596052000187
15,0.0529,3,0.04,0.01,0.01,14596052000187
16,0.0529,3,0.04,0.01,0.01,14596052000187
17,0.0529,3,0.04,0.01,0.01,14596052000187
18,0.0529,3,0.04,0.01,0.01,14596052000187
19,0.0549,3,0.04,0.01,0.01,14596052000187
20,0.0549,3,0.04,0.01,0.01,14596052000187
21,0.0549,3,0.04,0.01,0.01,14596052000187
22,0.0549,3,0.04,0.01,0.01,14596052000187
23,0.0549,3,0.04,0.01,0.01,14596052000187
24,0.0549,3,0.04,0.01,0.01,14596052000187
1,0.0379,4,0.012,0.006,0.01,14596052000187
2,0.0379,4,0.012,0.006,0.01,14596052000187
3,0.0379,4,0.012,0.006,0.01,14596052000187
4,0.0399,4,0.0135,0.0075,0.01,14596052000187
5,0.0399,4,0.021,0.009,0.01,14596052000187
6,0.0399,4,0.025,0.01,0.01,14596052000187
7,0.0429,4,0.03,0.01,0.01,14596052000187
8,0.0429,4,0.03,0.01,0.01,14596052000187
9,0.0429,4,0.035,0.01,0.01,14596052000187
10,0.0449,4,0.04,0.01,0.01,14596052000187
11,0.0449,4,0.04,0.01,0.01,14596052000187
12,0.0449,4,0.04,0.01,0.01,14596052000187
13,0.0479,4,0.04,0.01,0.01,14596052000187
14,0.0479,4,0.04,0.01,0.01,14596052000187
15,0.0479,4,0.04,0.01,0.01,14596052000187
16,0.0479,4,0.04,0.01,0.01,14596052000187
17,0.0479,4,0.04,0.01,0.01,14596052000187
18,0.0479,4,0.04,0.01,0.01,14596052000187
19,0.0499,4,0.04,0.01,0.01,14596052000187
20,0.0499,4,0.04,0.01,0.01,14596052000187
21,0.0499,4,0.04,0.01,0.01,14596052000187
22,0.0499,4,0.04,0.01,0.01,14596052000187
23,0.0499,4,0.04,0.01,0.01,14596052000187
24,0.0499,4,0.04,0.01,0.01,14596052000187
1,0.0329,5,0.012,0.006,0.01,14596052000187
2,0.0329,5,0.012,0.006,0.01,14596052000187
3,0.0329,5,0.012,0.006,0.01,14596052000187
4,0.0329,5,0.0135,0.0075,0.01,14596052000187
5,0.0329,5,0.021,0.009,0.01,14596052000187
6,0.0329,5,0.025,0.01,0.01,14596052000187
7,0.0349,5,0.03,0.01,0.01,14596052000187
8,0.0349,5,0.03,0.01,0.01,14596052000187
9,0.0349,5,0.035,0.01,0.01,14596052000187
10,0.0379,5,0.04,0.01,0.01,14596052000187
11,0.0379,5,0.04,0.01,0.01,14596052000187
12,0.0379,5,0.04,0.01,0.01,14596052000187
13,0.0399,5,0.04,0.01,0.01,14596052000187
14,0.0399,5,0.04,0.01,0.01,14596052000187
15,0.0399,5,0.04,0.01,0.01,14596052000187
16,0.0399,5,0.04,0.01,0.01,14596052000187
17,0.0399,5,0.04,0.01,0.01,14596052000187
18,0.0399,5,0.04,0.01,0.01,14596052000187
19,0.0429,5,0.04,0.01,0.01,14596052000187
20,0.0429,5,0.04,0.01,0.01,14596052000187
21,0.0429,5,0.04,0.01,0.01,14596052000187
22,0.0429,5,0.04,0.01,0.01,14596052000187
23,0.0429,5,0.04,0.01,0.01,14596052000187
24,0.0429,5,0.04,0.01,0.01,14596052000187
1,0.0249,6,0.012,0.006,0.01,14596052000187
2,0.0249,6,0.012,0.006,0.01,14596052000187
3,0.0249,6,0.012,0.006,0.01,14596052000187
4,0.0249,6,0.0135,0.0075,0.01,14596052000187
5,0.0249,6,0.021,0.009,0.01,14596052000187
6,0.0249,6,0.025,0.01,0.01,14596052000187
7,0.0279,6,0.03,0.01,0.01,14596052000187
8,0.0279,6,0.03,0.01,0.01,14596052000187
9,0.0279,6,0.035,0.01,0.01,14596052000187
10,0.0299,6,0.04,0.01,0.01,14596052000187
11,0.0299,6,0.04,0.01,0.01,14596052000187
12,0.0299,6,0.04,0.01,0.01,14596052000187
13,0.0329,6,0.04,0.01,0.01,14596052000187
14,0.0329,6,0.04,0.01,0.01,14596052000187
15,0.0329,6,0.04,0.01,0.01,14596052000187
16,0.0329,6,0.04,0.01,0.01,14596052000187
17,0.0329,6,0.04,0.01,0.01,14596052000187
18,0.0329,6,0.04,0.01,0.01,14596052000187
19,0.0349,6,0.04,0.01,0.01,14596052000187
20,0.0349,6,0.04,0.01,0.01,14596052000187
21,0.0349,6,0.04,0.01,0.01,14596052000187
22,0.0349,6,0.04,0.01,0.01,14596052000187
23,0.0349,6,0.04,0.01,0.01,14596052000187
24,0.0349,6,0.04,0.01,0.01,14596052000187
1,0.0199,7,0.012,0.006,0.01,14596052000187
2,0.0199,7,0.012,0.006,0.01,14596052000187
3,0.0199,7,0.012,0.006,0.01,14596052000187
4,0.0229,7,0.0135,0.0075,0.01,14596052000187
5,0.0229,7,0.021,0.009,0.01,14596052000187
6,0.0229,7,0.025,0.01,0.01,14596052000187
7,0.0249,7,0.03,0.01,0.01,14596052000187
8,0.0249,7,0.03,0.01,0.01,14596052000187
9,0.0249,7,0.035,0.01,0.01,14596052000187
10,0.0279,7,0.04,0.01,0.01,14596052000187
11,0.0279,7,0.04,0.01,0.01,14596052000187
12,0.0279,7,0.04,0.01,0.01,14596052000187
13,0.0299,7,0.04,0.01,0.01,14596052000187
14,0.0299,7,0.04,0.01,0.01,14596052000187
15,0.0299,7,0.04,0.01,0.01,14596052000187
16,0.0299,7,0.04,0.01,0.01,14596052000187
17,0.0299,7,0.04,0.01,0.01,14596052000187
18,0.0299,7,0.04,0.01,0.01,14596052000187
19,0.0299,7,0.04,0.01,0.01,14596052000187
20,0.0299,7,0.04,0.01,0.01,14596052000187
21,0.0299,7,0.04,0.01,0.01,14596052000187
22,0.0299,7,0.04,0.01,0.01,14596052000187
23,0.0299,7,0.04,0.01,0.01,14596052000187
24,0.0299,7,0.04,0.01,0.01,14596052000187
1,0.0189,8,0.012,0.006,0.01,14596052000187
2,0.0189,8,0.012,0.006,0.01,14596052000187
3,0.0189,8,0.012,0.006,0.01,14596052000187
4,0.0219,8,0.0135,0.0075,0.01,14596052000187
5,0.0219,8,0.021,0.009,0.01,14596052000187
6,0.0219,8,0.025,0.01,0.01,14596052000187
7,0.0239,8,0.03,0.01,0.01,14596052000187
8,0.0239,8,0.03,0.01,0.01,14596052000187
9,0.0239,8,0.035,0.01,0.01,14596052000187
10,0.0269,8,0.04,0.01,0.01,14596052000187
11,0.0269,8,0.04,0.01,0.01,14596052000187
12,0.0269,8,0.04,0.01,0.01,14596052000187
13,0.0289,8,0.04,0.01,0.01,14596052000187
14,0.0289,8,0.04,0.01,0.01,14596052000187
15,0.0289,8,0.04,0.01,0.01,14596052000187
16,0.0289,8,0.04,0.01,0.01,14596052000187
17,0.0289,8,0.04,0.01,0.01,14596052000187
18,0.0289,8,0.04,0.01,0.01,14596052000187
19,0.0289,8,0.04,0.01,0.01,14596052000187
20,0.0289,8,0.04,0.01,0.01,14596052000187
21,0.0289,8,0.04,0.01,0.01,14596052000187
22,0.0289,8,0.04,0.01,0.01,14596052000187
23,0.0289,8,0.04,0.01,0.01,14596052000187
24,0.0289,8,0.04,0.01,0.01,14596052000187
1,0.0599,1,0.012,0.006,0.01,33939595000102
2,0.0599,1,0.012,0.006,0.01,33939595000102
3,0.0599,1,0.012,0.006,0.01,33939595000102
4,0.0629,1,0.0135,0.0075,0.01,33939595000102
5,0.0629,1,0.021,0.009,0.01,33939595000102
6,0.0629,1,0.025,0.01,0.01,33939595000102
7,0.0649,1,0.03,0.01,0.01,33939595000102
8,0.0649,1,0.03,0.01,0.01,33939595000102
9,0.0649,1,0.035,0.01,0.01,33939595000102
10,0.0699,1,0.04,0.01,0.01,33939595000102
11,0.0699,1,0.04,0.01,0.01,33939595000102
12,0.0699,1,0.04,0.01,0.01,33939595000102
13,0.0749,1,0.04,0.01,0.01,33939595000102
14,0.0749,1,0.04,0.01,0.01,33939595000102
15,0.0749,1,0.04,0.01,0.01,33939595000102
16,0.0749,1,0.04,0.01,0.01,33939595000102
17,0.0749,1,0.04,0.01,0.01,33939595000102
18,0.0749,1,0.04,0.01,0.01,33939595000102
19,0.0749,1,0.04,0.01,0.01,33939595000102
20,0.0749,1,0.04,0.01,0.01,33939595000102
21,0.0299,1,0.04,0.01,0.01,33939595000102
22,0.0749,1,0.04,0.01,0.01,33939595000102
23,0.0749,1,0.04,0.01,0.01,33939595000102
24,0.0749,1,0.04,0.01,0.01,33939595000102
1,0.0499,2,0.012,0.006,0.01,33939595000102
2,0.0499,2,0.012,0.006,0.01,33939595000102
3,0.0499,2,0.012,0.006,0.01,33939595000102
4,0.0529,2,0.0135,0.0075,0.01,33939595000102
5,0.0529,2,0.021,0.009,0.01,33939595000102
6,0.0529,2,0.025,0.01,0.01,33939595000102
7,0.0549,2,0.03,0.01,0.01,33939595000102
8,0.0549,2,0.03,0.01,0.01,33939595000102
9,0.0549,2,0.035,0.01,0.01,33939595000102
10,0.0599,2,0.04,0.01,0.01,33939595000102
11,0.0599,2,0.04,0.01,0.01,33939595000102
12,0.0599,2,0.04,0.01,0.01,33939595000102
13,0.0649,2,0.04,0.01,0.01,33939595000102
14,0.0649,2,0.04,0.01,0.01,33939595000102
15,0.0649,2,0.04,0.01,0.01,33939595000102
16,0.0649,2,0.04,0.01,0.01,33939595000102
17,0.0649,2,0.04,0.01,0.01,33939595000102
18,0.0649,2,0.04,0.01,0.01,33939595000102
19,0.0,2,0.04,0.01,0.01,33939595000102
20,0.0649,2,0.04,0.01,0.01,33939595000102
21,0.0649,2,0.04,0.01,0.01,33939595000102
22,0.0649,2,0.04,0.01,0.01,33939595000102
23,0.0649,2,0.04,0.01,0.01,33939595000102
24,0.0649,2,0.04,0.01,0.01,33939595000102
1,0.0429,3,0.012,0.006,0.01,33939595000102
2,0.0429,3,0.012,0.006,0.01,33939595000102
3,0.0429,3,0.012,0.006,0.01,33939595000102
4,0.0449,3,0.0135,0.0075,0.01,33939595000102
5,0.0449,3,0.021,0.009,0.01,33939595000102
6,0.0449,3,0.025,0.01,0.01,33939595000102
7,0.0479,3,0.03,0.01,0.01,33939595000102
8,0.0479,3,0.03,0.01,0.01,33939595000102
9,0.0479,3,0.035,0.01,0.01,33939595000102
10,0.0499,3,0.04,0.01,0.01,33939595000102
11,0.0499,3,0.04,0.01,0.01,33939595000102
12,0.0499,3,0.04,0.01,0.01,33939595000102
13,0.0529,3,0.04,0.01,0.01,33939595000102
14,0.0529,3,0.04,0.01,0.01,33939595000102
15,0.0529,3,0.04,0.01,0.01,33939595000102
16,0.0529,3,0.04,0.01,0.01,33939595000102
17,0.0529,3,0.04,0.01,0.01,33939595000102
18,0.0529,3,0.04,0.01,0.01,33939595000102
19,0.0549,3,0.04,0.01,0.01,33939595000102
20,0.0549,3,0.04,0.01,0.01,33939595000102
21,0.0549,3,0.04,0.01,0.01,33939595000102
22,0.0549,3,0.04,0.01,0.01,33939595000102
23,0.0549,3,0.04,0.01,0.01,33939595000102
24,0.0549,3,0.04,0.01,0.01,33939595000102
1,0.0379,4,0.012,0.006,0.01,33939595000102
2,0.0379,4,0.012,0.006,0.01,33939595000102
3,0.0379,4,0.012,0.006,0.01,33939595000102
4,0.0399,4,0.0135,0.0075,0.01,33939595000102
5,0.0399,4,0.021,0.009,0.01,33939595000102
6,0.0399,4,0.025,0.01,0.01,33939595000102
7,0.0429,4,0.03,0.01,0.01,33939595000102
8,0.0429,4,0.03,0.01,0.01,33939595000102
9,0.0429,4,0.035,0.01,0.01,33939595000102
10,0.0449,4,0.04,0.01,0.01,33939595000102
11,0.0449,4,0.04,0.01,0.01,33939595000102
12,0.0449,4,0.04,0.01,0.01,33939595000102
13,0.0479,4,0.04,0.01,0.01,33939595000102
14,0.0479,4,0.04,0.01,0.01,33939595000102
15,0.0479,4,0.04,0.01,0.01,33939595000102
16,0.0479,4,0.04,0.01,0.01,33939595000102
17,0.0479,4,0.04,0.01,0.01,33939595000102
18,0.0479,4,0.04,0.01,0.01,33939595000102
19,0.0499,4,0.04,0.01,0.01,33939595000102
20,0.0499,4,0.04,0.01,0.01,33939595000102
21,0.0499,4,0.04,0.01,0.01,33939595000102
22,0.0499,4,0.04,0.01,0.01,33939595000102
23,0.0499,4,0.04,0.01,0.01,33939595000102
24,0.0499,4,0.04,0.01,0.01,33939595000102
1,0.0329,5,0.012,0.006,0.01,33939595000102
2,0.0329,5,0.012,0.006,0.01,33939595000102
3,0.0329,5,0.012,0.006,0.01,33939595000102
4,0.0329,5,0.0135,0.0075,0.01,33939595000102
5,0.0329,5,0.021,0.009,0.01,33939595000102
6,0.0329,5,0.025,0.01,0.01,33939595000102
7,0.0349,5,0.03,0.01,0.01,33939595000102
8,0.0349,5,0.03,0.01,0.01,33939595000102
9,0.0349,5,0.035,0.01,0.01,33939595000102
10,0.0379,5,0.04,0.01,0.01,33939595000102
11,0.0379,5,0.04,0.01,0.01,33939595000102
12,0.0379,5,0.04,0.01,0.01,33939595000102
13,0.0399,5,0.04,0.01,0.01,33939595000102
14,0.0399,5,0.04,0.01,0.01,33939595000102
15,0.0399,5,0.04,0.01,0.01,33939595000102
16,0.0399,5,0.04,0.01,0.01,33939595000102
17,0.0399,5,0.04,0.01,0.01,33939595000102
18,0.0399,5,0.04,0.01,0.01,33939595000102
19,0.0429,5,0.04,0.01,0.01,33939595000102
20,0.0429,5,0.04,0.01,0.01,33939595000102
21,0.0429,5,0.04,0.01,0.01,33939595000102
22,0.0429,5,0.04,0.01,0.01,33939595000102
23,0.0429,5,0.04,0.01,0.01,33939595000102
24,0.0429,5,0.04,0.01,0.01,33939595000102
1,0.0249,6,0.012,0.006,0.01,33939595000102
2,0.0249,6,0.012,0.006,0.01,33939595000102
3,0.0249,6,0.012,0.006,0.01,33939595000102
4,0.0249,6,0.0135,0.0075,0.01,33939595000102
5,0.0249,6,0.021,0.009,0.01,33939595000102
6,0.0249,6,0.025,0.01,0.01,33939595000102
7,0.0279,6,0.03,0.01,0.01,33939595000102
8,0.0279,6,0.03,0.01,0.01,33939595000102
9,0.0279,6,0.035,0.01,0.01,33939595000102
10,0.0299,6,0.04,0.01,0.01,33939595000102
11,0.0299,6,0.04,0.01,0.01,33939595000102
12,0.0299,6,0.04,0.01,0.01,33939595000102
13,0.0329,6,0.04,0.01,0.01,33939595000102
14,0.0329,6,0.04,0.01,0.01,33939595000102
15,0.0329,6,0.04,0.01,0.01,33939595000102
16,0.0329,6,0.04,0.01,0.01,33939595000102
17,0.0329,6,0.04,0.01,0.01,33939595000102
18,0.0329,6,0.04,0.01,0.01,33939595000102
19,0.0349,6,0.04,0.01,0.01,33939595000102
20,0.0349,6,0.04,0.01,0.01,33939595000102
21,0.0349,6,0.04,0.01,0.01,33939595000102
22,0.0349,6,0.04,0.01,0.01,33939595000102
23,0.0349,6,0.04,0.01,0.01,33939595000102
24,0.0349,6,0.04,0.01,0.01,33939595000102
1,0.0199,7,0.012,0.006,0.01,33939595000102
2,0.0199,7,0.012,0.006,0.01,33939595000102
